iter	Passed	Remaining
1664	601145	120951
1665	601487	120586
1666	601832	120222
1667	602189	119860
1668	602526	119494
1669	602926	119141
1670	603256	118773
1671	603589	118407
1672	604011	118058
1673	604429	117708
1674	604819	117353
1675	605211	116997
1676	605550	116632
1677	605947	116278
1678	606382	115931
1679	606761	115573
1680	607093	115206
1681	607484	114851
1682	607903	114501
1683	608360	114157
1684	608719	113796
1685	609139	113445
1686	609484	113081
1687	609960	112741
1688	610304	112377
1689	610715	112024
1690	611197	111685
1691	611604	111332
1692	611955	110968
1693	612295	110603
1694	612663	110243
1695	613009	109879
1696	613352	109514
1697	613773	109163
1698	614164	108807
1699	614550	108450
1700	614944	108094
1701	615431	107754
1702	615836	107400
1703	616156	107031
1704	616472	106662
1705	616841	106302
1706	617183	105937
1707	617537	105574
1708	617963	105223
1709	618322	104861
1710	618666	104497
1711	619077	104143
1712	619407	103776
1713	619751	103412
1714	620090	103047
1715	620392	102675
1716	620776	102317
1717	621117	101952
1718	621503	101595
1719	621832	101228
1720	622209	100869
1721	622553	100505
1722	622962	100151
1723	623311	99787
1724	623620	99417
1725	623965	99053
1726	624302	98688
1727	624713	98334
1728	625111	97978
1729	625505	97622
1730	625853	97258
1731	626239	96900
1732	626572	96534
1733	626954	96176
1734	627303	95812
1735	627697	95456
1736	628045	95092
1737	628407	94731
1738	628779	94371
1739	629141	94009
1740	629457	93641
1741	629807	93278
1742	630157	92914
1743	630504	92551
1744	630852	92187
1745	631343	91844
1746	631695	91482
1747	632040	91117
1748	632446	90762
1749	632850	90407
1750	633355	90065
1751	633711	89703
1752	634046	89337
1753	634451	88982
1754	634810	88620
1755	635142	88254
1756	635543	87898
1757	636050	87556
1758	636395	87192
1759	636837	86841
1760	637182	86477
1761	637500	86109
1762	637905	85753
1763	638255	85390
1764	638648	85032
1765	639045	84675
1766	639376	84309
1767	639702	83942
1768	640081	83583
1769	640425	83219
1770	640842	82864
1771	641191	82500
1772	641588	82143
1773	641969	81784
1774	642330	81422
1775	642747	81067
1776	643227	80720
1777	643614	80361
1778	643964	79997
1779	644300	79632
1780	644704	79275
1781	645131	78921
1782	645538	78565
1783	645957	78210
1784	646398	77857
1785	646726	77491
1786	647147	77136
1787	647549	76778
1788	647906	76415
1789	648296	76057
1790	648640	75692
1791	648995	75329
1792	649357	74967
1793	649741	74607
1794	650105	74246
1795	650519	73889
1796	650893	73528
1797	651247	73165
1798	651593	72801
1799	651948	72438
1800	652324	72078
1801	652679	71715
1802	653060	71354
1803	653499	71001
1804	653870	70639
1805	654179	70271
1806	654578	69913
1807	654954	69552
1808	655307	69189
1809	655741	68834
1810	656097	68471
1811	656444	68107
1812	656808	67745
1813	657152	67381
1814	657503	67018
1815	657846	66654
1816	658194	66290
1817	658518	65924
1818	658959	65569
1819	659332	65208
1820	659682	64845
1821	660125	64490
1822	660531	64132
1823	660895	63770
1824	661312	63413
1825	661646	63048
1826	662026	62687
1827	662453	62331
1828	662885	61975
1829	663232	61611
1830	663630	61252
1831	663985	60889
1832	664333	60525
1833	664746	60167
1834	665088	59803
1835	665460	59441
1836	665836	59080
1837	666181	58716
1838	666530	58353
1839	667006	58000
1840	667390	57639
1841	667735	57275
1842	668075	56911
1843	668389	56544
1844	668791	56185
1845	669139	55822
1846	669549	55463
1847	669898	55099
1848	670269	54738
1849	670632	54375
1850	670937	54008
1851	671339	53649
1852	671731	53289
1853	672082	52925
1854	672420	52561
1855	672770	52197
1856	673150	51836
1857	673496	51472
1858	673849	51109
1859	674185	50745
1860	674523	50380
1861	674877	50017
1862	675219	49653
1863	675647	49296
1864	676101	48940
1865	676437	48575
1866	676775	48211
1867	677136	47849
1868	677477	47485
1869	677812	47120
1870	678173	46758
1871	678516	46394
1872	678923	46034
1873	679270	45671
1874	679633	45308
1875	680137	44955
1876	680489	44592
1877	680878	44231
1878	681231	43868
1879	681596	43506
1880	681912	43140
1881	682271	42777
1882	682656	42416
1883	683005	42053
1884	683375	41691
1885	683729	41328
1886	684139	40968
1887	684473	40604
1888	684822	40241
1889	685164	39877
1890	685621	39520
1891	685970	39156
1892	686309	38792
1893	686701	38432
1894	687118	38072
1895	687440	37707
1896	687922	37351
1897	688297	36989
1898	688680	36628
1899	689013	36263
1900	689357	35900
1901	689653	35534
1902	690005	35171
1903	690380	34809
1904	690732	34445
1905	691070	34082
1906	691426	33719
1907	691758	33355
1908	692093	32991
1909	692429	32627
1910	692901	32270
1911	693268	31907
1912	693659	31546
1913	694005	31183
1914	694076	30807
1915	694452	30445
1916	694765	30081
1917	695116	29718
1918	695465	29355
1919	695827	28992
1920	696193	28630
1921	696579	28269
1922	697032	27910
1923	697390	27547
1924	697781	27186
1925	698177	26825
1926	698534	26462
1927	698881	26099
1928	699217	25735
1929	699573	25373
1930	699933	25010
1931	700278	24647
1932	700618	24284
1933	701049	23924
1934	701435	23562
1935	701781	23199
1936	702158	22837
1937	702497	22474
1938	702840	22111
1939	703161	21747
1940	703568	21386
1941	703928	21023
1942	704352	20662
1943	704711	20300
1944	705051	19937
1945	705390	19574
1946	705735	19211
1947	706085	18848
1948	706429	18485
1949	706762	18122
1950	707112	17759
1951	707520	17398
1952	707978	17037
1953	708316	16674
1954	708652	16311
1955	709031	15949
1956	709374	15586
1957	709857	15226
1958	710206	14863
1959	710578	14501
1960	710887	14137
1961	711249	13775
1962	711626	13413
1963	711967	13050
1964	712350	12688
1965	712723	12325
1966	713113	11963
1967	713495	11601
1968	713844	11238
1969	714223	10876
1970	714621	10514
1971	714968	10151
1972	715345	9789
1973	715661	9426
1974	716003	9063
1975	716344	8700
1976	716742	8338
1977	717082	7975
1978	717416	7612
1979	717775	7250
1980	718279	6889
1981	718671	6526
1982	719024	6164
1983	719425	5801
1984	719824	5439
1985	720180	5076
1986	720543	4714
1987	720880	4351
1988	721234	3988
1989	721592	3626
1990	722017	3263
1991	722357	2901
1992	722746	2538
1993	723092	2175
1994	723480	1813
1995	723887	1450
1996	724340	1088
1997	724678	725
1998	725042	362
1999	725377	0
